user_id,content_id,rating,timestamp
U001,C006,5,2023-10-27T10:00:00
U001,C004,4,2023-10-27T10:00:00
U001,C005,4,2023-10-27T10:00:00
U001,C003,3,2023-10-27T10:00:00
U002,C007,3,2023-10-27T10:00:00
U002,C003,5,2023-10-27T10:00:00
U003,C005,4,2023-10-27T10:00:00
U003,C003,3,2023-10-27T10:00:00
U004,C004,5,2023-10-27T10:00:00
U004,C007,5,2023-10-27T10:00:00
U004,C008,5,2023-10-27T10:00:00
U005,C007,5,2023-10-27T10:00:00
U005,C006,4,2023-10-27T10:00:00
U006,C003,5,2023-10-27T10:00:00
U006,C008,5,2023-10-27T10:00:00
U006,C002,4,2023-10-27T10:00:00
U006,C007,5,2023-10-27T10:00:00
U007,C008,4,2023-10-27T10:00:00
U007,C003,3,2023-10-27T10:00:00
U008,C001,3,2023-10-27T10:00:00
U008,C007,3,2023-10-27T10:00:00
U008,C002,4,2023-10-27T10:00:00
U009,C005,5,2023-10-27T10:00:00
U009,C003,5,2023-10-27T10:00:00
U009,C007,5,2023-10-27T10:00:00
U010,C002,5,2023-10-27T10:00:00
U010,C005,5,2023-10-27T10:00:00
U010,C006,4,2023-10-27T10:00:00
U010,C001,5,2023-10-27T10:00:00
U010,C008,5,2023-10-27T10:00:00
U011,C004,4,2023-10-27T10:00:00
U011,C006,3,2023-10-27T10:00:00
U011,C008,5,2023-10-27T10:00:00
U012,C003,3,2023-10-27T10:00:00
U012,C004,5,2023-10-27T10:00:00
U012,C005,4,2023-10-27T10:00:00
U012,C008,4,2023-10-27T10:00:00
U012,C002,3,2023-10-27T10:00:00
U013,C005,4,2023-10-27T10:00:00
U013,C008,4,2023-10-27T10:00:00
U014,C006,3,2023-10-27T10:00:00
U014,C001,3,2023-10-27T10:00:00
U015,C001,3,2023-10-27T10:00:00
U015,C002,3,2023-10-27T10:00:00
U016,C005,4,2023-10-27T10:00:00
U016,C001,5,2023-10-27T10:00:00
U016,C004,3,2023-10-27T10:00:00
U016,C006,4,2023-10-27T10:00:00
U016,C002,3,2023-10-27T10:00:00
U017,C003,4,2023-10-27T10:00:00
U017,C005,5,2023-10-27T10:00:00
U017,C007,5,2023-10-27T10:00:00
U018,C007,4,2023-10-27T10:00:00
U018,C004,5,2023-10-27T10:00:00
U018,C002,5,2023-10-27T10:00:00
U018,C008,5,2023-10-27T10:00:00
U019,C002,3,2023-10-27T10:00:00
U019,C006,5,2023-10-27T10:00:00
U019,C005,4,2023-10-27T10:00:00
U019,C004,4,2023-10-27T10:00:00
U019,C001,5,2023-10-27T10:00:00
U020,C006,5,2023-10-27T10:00:00
U020,C003,5,2023-10-27T10:00:00
U020,C001,3,2023-10-27T10:00:00
